com,Part_grave,age_moyen,Part_homme,mod_mois,mod_jour,Part_surf_degradee,Part_lum_degradee,Part_atm_degradee,Part_agglo,Part_secu,mod_int,mod_int,mod_col,mod_catr,circ,mod_plan,mod_situ,mod_trajet,mod_choc
98729,100.0,33.0,33.33333333333333,decembre,lundi,33.33333333333333,0.0,33.33333333333333,66.66666666666666,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
98733,100.0,31.5,100.0,juin,dimanche,25.0,50.0,0.0,75.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
10002,100.0,38.0,100.0,aout,dimanche,100.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Non renseigné,Non renseigné,Sur chaussée,Promenade - loisirs,Avant
10051,100.0,12.0,100.0,avril,samedi,0.0,0.0,0.0,100.0,0.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
10079,100.0,12.0,100.0,avril,mercredi,0.0,0.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
10115,100.0,39.0,100.0,septembre,jeudi,0.0,0.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - école,Côté droit
10190,100.0,18.0,100.0,decembre,samedi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Aucun
10209,0.0,49.5,100.0,septembre,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Côté gauche
10211,100.0,11.0,0.0,octobre,mercredi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
10232,100.0,60.0,0.0,juin,mardi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
10233,100.0,72.0,100.0,aout,mardi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
10262,100.0,56.0,100.0,decembre,vendredi,100.0,100.0,100.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
1027,66.66666666666666,43.0,100.0,juillet,dimanche,0.0,66.66666666666666,0.0,0.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Arrière
10341,100.0,60.5,100.0,mai,mercredi,0.0,0.0,50.0,50.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
10362,33.33333333333333,36.666666666666664,66.66666666666666,juin,mercredi,11.11111111111111,0.0,11.11111111111111,88.88888888888889,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
10372,100.0,66.0,100.0,avril,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté droit
1038,100.0,72.0,0.0,aout,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
10412,50.0,33.5,50.0,fevrier,dimanche,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
1069,0.0,52.0,100.0,novembre,lundi,0.0,100.0,100.0,0.0,0.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Arrière gauche
1087,100.0,68.0,0.0,aout,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant gauche
11005,100.0,36.0,100.0,juin,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant
11034,100.0,71.0,100.0,janvier,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Arrière
11038,100.0,36.0,100.0,juillet,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
1105,0.0,33.0,100.0,mai,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
11105,100.0,21.0,100.0,novembre,dimanche,100.0,0.0,100.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Arrière gauche
11111,100.0,72.0,100.0,juin,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Arrière
11145,100.0,41.5,100.0,avril,lundi,50.0,50.0,50.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
11164,100.0,71.5,100.0,aout,jeudi,0.0,0.0,50.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière gauche
11190,100.0,10.0,100.0,octobre,jeudi,0.0,0.0,0.0,0.0,100.0,Autre intersection,Autre intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
11203,83.33333333333334,30.5,83.33333333333334,fevrier,jeudi,0.0,33.33333333333333,0.0,83.33333333333334,50.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Arrière
11206,87.5,53.875,100.0,octobre,lundi,0.0,25.0,12.5,87.5,50.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
11254,100.0,31.0,100.0,fevrier,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Avec voies d'affectation variables,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
11266,85.71428571428571,50.57142857142857,85.71428571428571,novembre,lundi,0.0,28.57142857142857,14.285714285714285,57.14285714285714,42.857142857142854,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
11269,100.0,73.0,100.0,juillet,mardi,0.0,0.0,100.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
1134,100.0,17.0,100.0,juin,mercredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Arrière
11358,100.0,61.0,100.0,mars,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
11378,100.0,56.0,100.0,aout,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
1138,50.0,81.5,100.0,octobre,lundi,0.0,0.0,50.0,50.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Côté droit
11430,100.0,38.0,50.0,mai,samedi,0.0,0.0,0.0,50.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
11433,100.0,32.0,100.0,novembre,vendredi,0.0,100.0,0.0,0.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Non renseigné,Partie rectiligne,Sur chaussée,Domicile - travail,Avant
1147,100.0,65.0,100.0,aout,samedi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
1148,100.0,54.0,100.0,mai,samedi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
1157,66.66666666666666,79.0,66.66666666666666,juin,lundi,33.33333333333333,33.33333333333333,33.33333333333333,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
1171,0.0,56.0,100.0,avril,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Arrière
1187,50.0,10.0,100.0,juin,dimanche,0.0,0.0,0.0,100.0,0.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
1196,100.0,66.0,0.0,mars,mardi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
12033,100.0,31.0,0.0,mai,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,A chaussée séparées,Partie rectiligne,Sur chaussée,Non renseigné,Arrière
12044,100.0,67.0,100.0,janvier,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
1208,100.0,43.5,50.0,aout,lundi,0.0,0.0,0.0,0.0,50.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
12086,0.0,50.0,100.0,decembre,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
12131,100.0,67.0,100.0,mai,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
12133,100.0,57.25,100.0,octobre,dimanche,0.0,25.0,0.0,25.0,75.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
12161,100.0,51.0,100.0,novembre,lundi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
12171,100.0,11.0,100.0,juillet,dimanche,0.0,0.0,0.0,100.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
12202,81.81818181818183,44.45454545454545,81.81818181818183,juin,mercredi,9.090909090909092,9.090909090909092,18.181818181818183,90.9090909090909,72.72727272727273,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
12221,100.0,48.0,100.0,mai,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant
12241,100.0,70.0,100.0,aout,mardi,0.0,0.0,0.0,0.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant droit
12262,100.0,14.0,100.0,juillet,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
12265,0.0,62.0,100.0,juin,jeudi,0.0,0.0,0.0,0.0,0.0,Intersection en X,Intersection en X,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
12292,100.0,67.0,100.0,novembre,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
12301,100.0,42.0,0.0,mars,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Arrière
1231,50.0,38.0,100.0,mai,vendredi,0.0,0.0,0.0,50.0,50.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière droit
1247,100.0,47.0,0.0,aout,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur accotement,Promenade - loisirs,Avant
1297,100.0,34.0,100.0,juin,samedi,50.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur accotement,Promenade - loisirs,Côté gauche
13001,47.14285714285714,39.34285714285714,92.85714285714286,septembre,vendredi,7.142857142857142,14.285714285714285,7.142857142857142,70.0,97.14285714285714,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
13010,66.66666666666666,46.0,100.0,janvier,samedi,0.0,33.33333333333333,0.0,66.66666666666666,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
13011,75.0,48.5,100.0,mars,vendredi,0.0,0.0,12.5,12.5,75.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
13022,76.92307692307693,43.0,84.61538461538461,juin,samedi,0.0,15.384615384615385,15.384615384615385,46.15384615384615,76.92307692307693,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
13023,100.0,51.0,100.0,mai,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
13037,0.0,36.0,100.0,aout,dimanche,0.0,0.0,0.0,100.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Voie communale,A sens unique,Non renseigné,null,Promenade - loisirs,Arrière
13046,100.0,51.0,100.0,decembre,samedi,100.0,0.0,100.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
13053,0.0,29.0,100.0,octobre,mardi,0.0,0.0,0.0,100.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant gauche
13073,66.66666666666666,58.0,100.0,juin,dimanche,0.0,16.666666666666664,0.0,50.0,66.66666666666666,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant gauche
13074,50.0,67.5,100.0,mai,dimanche,0.0,0.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
13078,100.0,69.33333333333333,100.0,juin,vendredi,0.0,33.33333333333333,0.0,66.66666666666666,100.0,Intersection en T,Intersection en T,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
